string_0,string_1,number_0,number_1,number_2,number_3,number_4,number_5,target,is_test,line_id
Екатеринбург,Thursday,385777.0,287.227459320349,396001.0,18206.0,31332.0,5,1.464,0,414
Нижний Новгород,Friday,781490.0,567.600921275341,887289.0,38609.0,82726.0,4,3.275,0,415
Санкт-Петербург,Friday,11278.0,9.07862847676912,10488.0,1822.0,3228.0,4,3.002,0,416
Хабаровск,Thursday,3002033.0,1888.76602862629,,142362.0,,3,11.119,0,417
Москва,Tuesday,195169.0,180.612087159468,196418.0,10909.0,15990.0,5,1.141,0,419
Екатеринбург,Tuesday,329244.0,304.213625090306,332472.0,17101.0,25799.0,6,0.952,0,421
Москва,Thursday,21566.0,12.3668297732684,17701.0,2028.0,3107.0,9,2.106,0,423
Екатеринбург,Friday,215713.0,198.026567993086,254335.0,10954.0,32078.0,4,2.825,0,425
Санкт-Петербург,Monday,32997.0,25.0235983872484,26615.0,2937.0,3187.0,5,0.926,0,426
Санкт-Петербург,Tuesday,894500.0,517.470900833464,,41505.0,,11,5.467,0,427
Хабаровск,Thursday,3372420.0,2354.14904963056,,154964.0,,14,4.833,0,428
Нижний Новгород,Wednesday,235941.0,199.778047534103,,12670.0,,4,0.913,0,431
Москва,Thursday,13076.0,10.085528247214,14857.0,1695.0,3075.0,9,1.97,0,432
Москва,Tuesday,144072.0,117.532769011762,,8425.0,,7,0.92,0,433
Санкт-Петербург,Tuesday,6874.0,4.98230334851202,9003.0,1429.0,3012.0,5,1.009,0,434
Москва,Friday,677984.0,579.15060511867,701131.0,32238.0,40485.0,7,3.167,0,435
Новосибирск,Wednesday,357006.0,315.936514516019,395180.0,17515.0,52561.0,11,1.372,0,436
Москва,Wednesday,974694.0,904.119161154119,1087677.0,43472.0,73967.0,6,3.22,0,438
Москва,Monday,28122.0,16.3235458494366,,2126.0,,5,0.855,0,439
Москва,Wednesday,32079.0,23.2406440080842,30623.0,2668.0,4508.0,16,1.091,0,441
Санкт-Петербург,Wednesday,188289.0,159.538575588662,,9832.0,,4,1.032,0,442
Екатеринбург,Monday,660090.0,488.533876687881,,32788.0,,7,1.921,0,444
Москва,Friday,19584.0,13.5023739965913,15852.0,1536.0,3957.0,6,3.071,0,445
Москва,Monday,23026.0,15.4558662829926,19836.0,2055.0,3172.0,20,0.875,0,448
Москва,Monday,26099.0,17.8426458000746,26232.0,2482.0,4161.0,12,1.005,0,449
Москва,Thursday,25848.0,16.8492140568938,21574.0,2609.0,3725.0,11,2.197,0,450
Самара,Friday,300606.0,245.289909998028,286343.0,15462.0,39768.0,6,4.981,0,451
Москва,Tuesday,195480.0,162.860600789073,171289.0,10214.0,8526.0,6,0.836,0,452
Москва,Friday,22525.0,10.4079014123564,12672.0,1822.0,3207.0,5,2.848,0,453
Хабаровск,Thursday,2104912.0,1575.17416669602,2324767.0,89421.0,174334.0,6,4.289,0,454
Москва,Friday,632279.0,494.618718048556,,27854.0,,9,4.845,0,455
Москва,Tuesday,141437.0,114.981595394919,142656.0,8158.0,11400.0,6,0.945,0,459
Москва,Thursday,195685.0,175.479689310181,201652.0,9672.0,12173.0,5,1.516,0,460
Москва,Wednesday,21102.0,11.6204091075623,15240.0,2108.0,3230.0,10,1.206,0,461
Нижний Новгород,Friday,212259.0,154.430284115735,,13970.0,,1,3.016,0,463
Самара,Wednesday,2496.0,1.69765738770786,2664.0,444.0,1170.0,7,1.612,0,464
Москва,Friday,20894.0,15.0433263959677,23257.0,1956.0,4111.0,7,2.41,0,465
Москва,Wednesday,7201.0,4.27562054430917,8483.0,1658.0,2160.0,10,1.172,0,466
Самара,Friday,22409.0,18.1156536494835,25588.0,2605.0,5026.0,4,2.943,0,468
Нижний Новгород,Thursday,393255.0,323.640513915819,,21398.0,,5,1.561,0,470
Москва,Friday,16726.0,15.3824886790568,20892.0,1988.0,4520.0,4,2.946,0,471
Самара,Thursday,1192573.0,781.224714176546,975166.0,62686.0,94217.0,5,3.93,0,472
Москва,Monday,14999.0,10.096333772326,13770.0,1611.0,4267.0,12,0.919,0,473
Москва,Monday,3505.0,2.88659642883278,4869.0,643.0,2165.0,18,0.826,0,474
Москва,Tuesday,14477.0,8.70491680583869,13639.0,1367.0,4399.0,5,0.818,0,475
Москва,Thursday,971133.0,909.432682364683,1073879.0,43292.0,69705.0,6,3.847,0,476
Москва,Monday,8530.0,5.90553555421719,11339.0,1351.0,2706.0,11,0.962,0,477
Москва,Monday,25198.0,11.125691792894,15461.0,2024.0,3794.0,11,1.013,0,478
Москва,Tuesday,5516.0,4.1521618037904,5681.0,1169.0,1804.0,11,0.762,0,480
Самара,Tuesday,1192573.0,781.224714176546,975166.0,62686.0,94217.0,5,2.289,0,484
Москва,Thursday,671130.0,576.645362949289,693496.0,31988.0,34619.0,7,4.644,0,485
Ростов-на-Дону,Friday,351960.0,303.63269888264,370595.0,17580.0,30725.0,4,2.903,0,486
Екатеринбург,Monday,206873.0,188.676073549717,261134.0,10150.0,34404.0,5,0.816,0,488
Екатеринбург,Friday,972714.0,738.037401633066,,46544.0,,6,11.281,0,489
Москва,Friday,28513.0,20.3840858615906,26878.0,2408.0,4739.0,8,2.474,0,490
Москва,Thursday,27908.0,13.8027222946037,17612.0,2196.0,3882.0,6,1.843,0,492
Екатеринбург,Tuesday,230660.0,202.890290485233,,10468.0,,5,7.692,0,493
Екатеринбург,Monday,214849.0,197.63238399626,258256.0,11190.0,34570.0,5,1.016,0,494
Москва,Tuesday,13927.0,13.2638133512104,15041.0,1557.0,2820.0,10,0.891,0,497
Хабаровск,Wednesday,185487.0,158.942816603938,176190.0,9430.0,13891.0,4,2.614,0,498
Новосибирск,Thursday,291688.0,196.278742304013,303509.0,14811.0,39085.0,4,4.461,0,499
Екатеринбург,Monday,8357.0,5.5903649981927,10558.0,1095.0,3999.0,6,0.798,0,502
Хабаровск,Tuesday,3499930.0,2450.19210487445,3726256.0,161217.0,257018.0,6,5.956,0,503
Екатеринбург,Tuesday,84986.0,55.9028864314953,,5162.0,,5,1.155,0,504
Екатеринбург,Tuesday,514883.0,393.14566858048,1096347.0,23414.0,113681.0,5,3.465,0,505
Москва,Monday,380640.0,286.473096289654,396180.0,18838.0,20613.0,9,4.171,0,506
Москва,Wednesday,525312.0,464.605263742326,596903.0,21967.0,27655.0,9,2.044,0,507
Самара,Monday,110153.0,98.8826792244676,,5986.0,,8,4.622,0,508
Ростов-на-Дону,Monday,0.0,4.79915009835147e-13,0.0,0.0,0.0,5,0.079,0,509
Москва,Thursday,971391.0,905.093732140466,1083614.0,43084.0,73482.0,4,3.784,0,510
Екатеринбург,Wednesday,537461.0,359.411031907618,,24897.0,,5,0.936,0,511
Москва,Thursday,279935.0,252.164195948418,295340.0,14512.0,23145.0,4,1.688,0,512
Москва,Friday,25848.0,16.8492140568938,21574.0,2609.0,3725.0,7,2.789,0,513
Москва,Monday,6955.0,3.58098398868358,5778.0,1145.0,2212.0,6,0.975,0,514
Москва,Wednesday,33914.0,24.8748508577736,33340.0,3198.0,5463.0,8,1.045,0,515
Москва,Wednesday,36002.0,23.9089508185899,27096.0,2680.0,4705.0,7,0.816,0,518
Самара,Friday,426474.0,355.430515212491,408664.0,21170.0,30430.0,4,3.959,0,519
Москва,Thursday,26804.0,18.3154979886826,22563.0,2756.0,4411.0,8,1.665,0,520
Нижний Новгород,Wednesday,267473.0,220.410413711464,,14854.0,,5,2.688,0,522
Москва,Tuesday,462656.0,406.85293187254,506819.0,24046.0,34833.0,9,6.731,0,523
Москва,Wednesday,415290.0,369.491485490441,436432.0,18569.0,22801.0,6,0.984,0,524
Екатеринбург,Friday,141138.0,106.314516253209,,9794.0,,4,3.801,0,525
Екатеринбург,Tuesday,626293.0,464.835767158608,,30992.0,,5,1.809,0,526
Нижний Новгород,Friday,283164.0,243.449969034469,338339.0,15510.0,43521.0,4,3.056,0,529
Екатеринбург,Friday,360571.0,312.891734619254,,16822.0,,13,4.128,0,530
Екатеринбург,Wednesday,4650.0,3.78167353185775,5841.0,742.0,1722.0,6,0.837,0,531
Екатеринбург,Friday,1013958.0,669.014757728417,,47297.0,,5,2.82,0,532
Екатеринбург,Wednesday,135806.0,124.360693649696,151502.0,6818.0,23366.0,5,0.913,0,533
Екатеринбург,Wednesday,385777.0,287.227459320349,396001.0,18206.0,31332.0,5,0.779,0,536
Москва,Thursday,195480.0,162.860600789073,171289.0,10214.0,8526.0,6,1.9,0,537
Москва,Monday,30852.0,23.7461812686407,34200.0,2342.0,5176.0,7,0.572,0,538
Екатеринбург,Friday,506873.0,371.397029544898,736755.0,26160.0,77079.0,6,3.238,0,539
Санкт-Петербург,Wednesday,6616.0,4.98335645139903,8019.0,1135.0,3196.0,5,1.071,0,543
Санкт-Петербург,Monday,16131.0,11.8581667687337,18903.0,1718.0,5571.0,5,1.029,0,544
Москва,Wednesday,552557.0,387.998075323647,583706.0,26881.0,40093.0,6,3.169,0,545
Самара,Wednesday,20785.0,16.6579317399705,24215.0,2412.0,4539.0,7,1.012,0,546
Москва,Thursday,30183.0,22.7943980666091,33819.0,2911.0,5039.0,8,2.062,0,547
Москва,Monday,8443.0,4.95413819550315,7774.0,1287.0,2322.0,10,1.041,0,549
Москва,Monday,18593.0,13.9539953416342,20907.0,2008.0,3815.0,9,1.098,0,552
Москва,Wednesday,4033.0,3.12748751545128,4573.0,758.0,2238.0,6,1.937,0,553
Хабаровск,Wednesday,2763279.0,2000.15779290941,,120028.0,,5,6.299,0,554
Москва,Monday,27349.0,13.1666326558689,15709.0,2072.0,3404.0,12,0.929,0,555
Самара,Tuesday,80481.0,73.9756244339705,,4481.0,,5,1.927,0,556
Хабаровск,Tuesday,,1726.05411644,,,,10,6.802,0,557
Нижний Новгород,Tuesday,823559.0,565.759989133705,,39698.0,,6,6.867,0,559
Москва,Wednesday,4847.0,3.31283361994106,5857.0,959.0,2275.0,8,1.358,0,560
Москва,Thursday,15689.0,11.1307001045583,14647.0,1549.0,4081.0,11,1.851,0,561
Москва,Thursday,4669.0,3.0658247684048,5964.0,795.0,1982.0,13,1.288,0,562
Новосибирск,Monday,796107.0,637.80707489721,777973.0,39672.0,68702.0,5,1.16,0,564
Екатеринбург,Wednesday,439927.0,370.764752729141,,19316.0,,5,5.753,0,565
Москва,Thursday,213790.0,194.97985778286,228803.0,10688.0,16816.0,7,3.248,0,566
Нижний Новгород,Friday,634877.0,525.19036775328,,31307.0,,4,2.932,0,567
Москва,Wednesday,564703.0,504.205653612283,,24981.0,,8,9.065,0,574
Москва,Thursday,15496.0,11.6386431455055,16190.0,1878.0,3287.0,7,1.252,0,575
Хабаровск,Thursday,3753500.0,2382.64191451058,4454171.0,173906.0,350939.0,7,4.361,0,576
Ростов-на-Дону,Tuesday,83260.0,65.5214819341021,84426.0,5147.0,7609.0,11,2.047,0,577
Москва,Tuesday,92764.0,78.0059064548395,95290.0,5614.0,11708.0,8,1.114,0,578
Москва,Friday,536949.0,454.544635326436,,25512.0,,2,3.058,0,579
Новосибирск,Monday,786628.0,623.554634283746,776358.0,39134.0,71093.0,5,1.137,0,580
Екатеринбург,Friday,316775.0,245.415386050566,390407.0,14662.0,40153.0,4,7.616,0,581
Екатеринбург,Tuesday,210386.0,191.621868886466,260271.0,10407.0,35057.0,4,0.808,0,582
Екатеринбург,Thursday,173273.0,134.643021789588,199329.0,9044.0,31487.0,5,7.737,0,583
Москва,Friday,410463.0,365.993963848933,420661.0,18000.0,24564.0,5,2.363,0,584
Нижний Новгород,Monday,974160.0,715.530269699693,,46876.0,,4,1.94,0,585
Санкт-Петербург,Monday,2115.0,1.44886058120588,1531.0,461.0,1147.0,5,0.933,0,586
Нижний Новгород,Thursday,165772.0,146.884051947293,,9689.0,,8,1.361,0,590
Екатеринбург,Thursday,203144.0,184.354014983094,262106.0,9859.0,35292.0,5,1.57,0,592
Самара,Monday,412462.0,341.087160361353,,22301.0,,8,1.981,0,593
Хабаровск,Tuesday,3125409.0,2211.76007639413,3346563.0,143634.0,265808.0,6,1.816,0,594
Екатеринбург,Monday,364759.0,328.839314560275,,17245.0,,5,1.85,0,595
Екатеринбург,Monday,19872.0,15.8355113532692,,2207.0,,6,0.936,0,596
Москва,Tuesday,6001.0,3.64390129089377,7018.0,1314.0,2195.0,4,0.827,0,597
Москва,Saturday,17630.0,7.14662768965973,12266.0,1427.0,2746.0,2,3.893,0,598
Екатеринбург,Wednesday,371529.0,333.946221532631,369506.0,18038.0,23635.0,5,2.545,0,599
Москва,Friday,521102.0,458.956261215225,582308.0,21657.0,33395.0,5,2.935,0,600
Москва,Tuesday,24001.0,9.74041465337159,14646.0,1994.0,2577.0,11,0.818,0,601
Ростов-на-Дону,Wednesday,452775.0,363.816619063711,512805.0,21869.0,53762.0,8,5.903,0,602
Нижний Новгород,Wednesday,17059.0,10.6492716732288,15874.0,1995.0,5347.0,5,0.919,0,603
Ростов-на-Дону,Tuesday,276510.0,247.910701708619,304338.0,12873.0,26655.0,5,0.823,0,604
Москва,Monday,14534.0,10.5151414324259,14945.0,1402.0,3467.0,12,0.866,0,606
Хабаровск,Friday,186934.0,160.167972111227,177598.0,9642.0,14930.0,4,2.858,0,607
Хабаровск,Friday,2124303.0,1412.62193100802,2384129.0,91590.0,211602.0,5,9.868,0,609
Хабаровск,Tuesday,,3268.8595106138,,,,1,20.927,0,610
Москва,Wednesday,411582.0,371.29916524582,637945.0,18051.0,40854.0,12,0.951,0,611
Нижний Новгород,Friday,6722.0,4.74174940516521,6752.0,971.0,2631.0,4,2.885,0,612
Хабаровск,Thursday,892893.0,593.774637914155,,77843.0,,7,5.834,0,614
Москва,Thursday,18834.0,11.5552379673713,15595.0,1738.0,2836.0,9,1.908,0,615
Москва,Monday,469198.0,407.298360431642,498614.0,23050.0,37744.0,7,0.805,0,616
Екатеринбург,Thursday,49037.0,42.9849350845041,,3932.0,,5,4.814,0,618
Москва,Monday,34250.0,26.6723975545177,33325.0,2795.0,4179.0,13,0.929,0,621
Екатеринбург,Wednesday,512195.0,398.928538009296,1101625.0,23083.0,115207.0,5,5.087,0,623
Москва,Wednesday,271256.0,249.843134971068,290341.0,14087.0,21571.0,13,0.993,0,625
Екатеринбург,Friday,201485.0,175.687393454678,208065.0,10543.0,20571.0,8,5.543,0,628
Москва,Wednesday,30852.0,23.7461812686407,34200.0,2342.0,5176.0,10,0.942,0,629
Ростов-на-Дону,Thursday,287856.0,256.321111678088,303092.0,13172.0,25936.0,5,1.16,0,630
Самара,Wednesday,414441.0,367.319552731458,439475.0,19888.0,34088.0,5,2.111,0,631
Ростов-на-Дону,Friday,430844.0,384.484038130442,,20305.0,,6,2.923,0,634
Санкт-Петербург,Thursday,10923.0,9.08370349827939,11403.0,1640.0,3698.0,5,2.19,0,637
Хабаровск,Thursday,3121750.0,2201.631739272,3339212.0,144228.0,263979.0,7,3.845,0,638
Самара,Thursday,7609.0,6.60285255516861,10916.0,1287.0,3104.0,5,1.153,0,640
Хабаровск,Monday,939800.0,652.452276948885,,56927.0,,5,9.111,0,641
Хабаровск,Wednesday,3123391.0,2201.80958206356,3337924.0,144464.0,264113.0,5,3.045,0,643
Москва,Wednesday,530141.0,467.600373881204,601217.0,22328.0,28273.0,6,3.075,0,644
Москва,Thursday,523924.0,468.92230462722,598726.0,21756.0,29487.0,5,2.045,0,645
Москва,Thursday,27871.0,20.7663166802268,31778.0,2496.0,4647.0,6,1.905,0,646
Москва,Wednesday,11552.0,10.5974737036903,13443.0,1319.0,3073.0,16,1.044,0,647
Екатеринбург,Thursday,4650.0,3.78167353185775,5841.0,742.0,1722.0,5,1.42,0,649
Хабаровск,Thursday,1956703.0,1353.98309183801,,83607.0,,6,6.511,0,650
Екатеринбург,Friday,328000.0,303.885501834545,331656.0,17353.0,25329.0,5,2.923,0,651
Москва,Wednesday,6785.0,4.11964446095334,8570.0,1514.0,2238.0,6,1.375,0,655
Москва,Tuesday,27686.0,17.2893890342882,22084.0,2547.0,5001.0,9,0.771,0,656
Санкт-Петербург,Thursday,4911.0,1.6276278483436,2153.0,889.0,1017.0,6,1.516,0,657
Екатеринбург,Tuesday,952138.0,825.336140960038,902115.0,45348.0,50312.0,5,1.786,0,659
Екатеринбург,Monday,16606.0,14.2754536635905,,1858.0,,7,0.831,0,661
Москва,Friday,33914.0,24.8748508577736,33340.0,3198.0,5463.0,4,2.925,0,662
Екатеринбург,Thursday,468396.0,370.363740460572,,21913.0,,5,7.373,0,663
Самара,Tuesday,431369.0,352.001555986031,488824.0,24717.0,44993.0,6,1.934,0,664
Москва,Monday,822109.0,673.766434912962,792772.0,43192.0,53141.0,4,5.653,0,665
Нижний Новгород,Monday,391086.0,324.250901911459,,20819.0,,4,1.039,0,666
Москва,Wednesday,46108.0,38.9457218886797,46961.0,3601.0,6228.0,6,1.147,0,668
Екатеринбург,Tuesday,331215.0,305.706187381197,334301.0,17237.0,26236.0,5,0.989,0,669
Екатеринбург,Monday,329652.0,303.999414268629,332777.0,17571.0,26877.0,5,0.854,0,670
Хабаровск,Monday,754765.0,644.997435443915,840266.0,35146.0,55370.0,5,3.507,0,672
Самара,Tuesday,101854.0,73.8836998951082,,5927.0,,5,0.98,0,673
Новосибирск,Wednesday,1290003.0,844.697427178919,,62743.0,,17,5.666,0,674
Хабаровск,Friday,2101071.0,1574.33249727836,2324824.0,89327.0,174510.0,6,4.04,0,675
Москва,Monday,113914.0,97.0664338129255,,6789.0,,7,0.495,0,676
Ростов-на-Дону,Wednesday,584222.0,428.474388076629,571156.0,31089.0,47760.0,5,4.877,0,677
Хабаровск,Wednesday,2667262.0,1974.57556972116,2896798.0,118747.0,234123.0,4,5.165,0,678
Нижний Новгород,Friday,783698.0,570.850461606203,886474.0,38707.0,81810.0,4,2.98,0,680
Новосибирск,Thursday,361408.0,222.863468273136,,18573.0,,4,5.383,0,682
Екатеринбург,Thursday,313252.0,217.209189474402,324517.0,14432.0,35330.0,5,7.674,0,683
Санкт-Петербург,Wednesday,966818.0,826.992158380319,1769131.0,46946.0,130892.0,5,3.198,0,684
Самара,Thursday,271005.0,213.292346347728,,15055.0,,16,5.025,0,685
Новосибирск,Thursday,196582.0,170.466295498921,,9336.0,,4,7.618,0,686
Самара,Wednesday,242802.0,175.696033845347,,13467.0,,6,3.821,0,687
Москва,Tuesday,20577.0,15.3970549330271,21768.0,2361.0,3876.0,12,0.942,0,688
Москва,Friday,17767.0,9.74961053343941,15627.0,1989.0,3324.0,7,2.953,0,689
Москва,Thursday,189730.0,176.048101738957,193161.0,10170.0,15415.0,5,1.453,0,693
Екатеринбург,Wednesday,703774.0,521.441636769249,703948.0,31771.0,51477.0,5,3.765,0,694
Екатеринбург,Thursday,489417.0,380.029576869884,503728.0,23085.0,34947.0,7,7.396,0,695
Самара,Tuesday,430081.0,344.545773232948,480445.0,23465.0,43269.0,14,1.896,0,696
Екатеринбург,Wednesday,963423.0,805.724211260304,933581.0,45853.0,60148.0,6,2.526,0,697
Екатеринбург,Monday,588938.0,484.384900227524,,28077.0,,5,4.137,0,698
Санкт-Петербург,Thursday,45345.0,38.4634969328366,44781.0,2823.0,5404.0,2,4.93,0,699
Москва,Friday,384856.0,352.497029759496,,16791.0,,5,4.005,0,700
Москва,Wednesday,22820.0,12.9841300770268,19541.0,2201.0,3660.0,10,1.072,0,707
Екатеринбург,Tuesday,944387.0,811.128570780901,920472.0,44317.0,56169.0,5,1.872,0,708
Самара,Thursday,421316.0,350.473935669946,401828.0,21227.0,28045.0,20,4.255,0,710
Екатеринбург,Tuesday,370264.0,333.10720024435,368667.0,17725.0,23006.0,4,2.145,0,711
Нижний Новгород,Wednesday,639863.0,525.125306170402,,31539.0,,5,3.156,0,712
Екатеринбург,Monday,211197.0,192.8574759867,257940.0,10470.0,33958.0,5,0.881,0,714
Москва,Friday,563637.0,484.788452109199,,25963.0,,5,4.183,0,715
Москва,Monday,35790.0,28.1691490130014,34249.0,3060.0,4826.0,12,1.056,0,716
Москва,Tuesday,31503.0,18.6800009307731,26277.0,2581.0,4201.0,6,0.744,0,718
Москва,Tuesday,27348.0,15.7502259913924,18342.0,1987.0,3482.0,6,0.769,0,720
Москва,Tuesday,511662.0,459.053262011348,602931.0,21229.0,51791.0,5,1.427,0,723
Екатеринбург,Thursday,1342422.0,1021.22407767029,,63542.0,,5,3.95,0,726
Москва,Tuesday,415290.0,369.491485490441,436432.0,18569.0,22801.0,5,1.122,0,729
